STRUCTURE,STRUCTURE_ID,freq,unit,severity,injury,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,ES,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,FI,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,HU,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,IE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,IT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,PT,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,INJ072,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,DK,1999,1.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,ES,1999,1.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,EU_V,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,FI,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,HU,1999,0.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,IE,1999,0.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,IT,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,LU,1999,4.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,PT,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,OTH,UK,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,DK,1999,0.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,ES,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,FI,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,HU,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,IE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,IT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,PT,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,POIS_ASP,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,DE,1999,13.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,DK,1999,9.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,EL,1999,17.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,ES,1999,16.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,EU_V,1999,10.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,FI,1999,8.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,HU,1999,13.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,IE,1999,6.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,IT,1999,10.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,LU,1999,12.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,PT,1999,19.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,SE,1999,4.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,TOTAL,UK,1999,7.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,DE,1999,13.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,ES,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,EU_V,1999,0.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,FI,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,HU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,IE,1999,0.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,IT,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,PT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,SE,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M1-3,UNK,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,EL,1999,1.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,ES,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,FI,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,HU,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,IE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,IT,1999,0.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,LU,1999,0.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,PT,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CONT_BRU,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,EL,1999,2.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,ES,1999,0.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,EU_V,1999,0.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,FI,1999,0.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,HU,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,IE,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,IT,1999,0.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,LU,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,PT,1999,1.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,SE,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,CUT_LACE,UK,1999,0.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,DK,1999,0.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,EL,1999,1.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,ES,1999,2.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,EU_V,1999,1.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,FI,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,HU,1999,1.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,IE,1999,1.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,IT,1999,1.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,LU,1999,3.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,PT,1999,3.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ020,UK,1999,0.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,DK,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,ES,1999,1.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,EU_V,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,FI,1999,0.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,HU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,IE,1999,1.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,IT,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,PT,1999,0.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,SE,1999,0.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ030,UK,1999,0.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,ES,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,EU_V,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,FI,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,HU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,IE,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,IT,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,PT,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ040,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,ES,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,FI,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,HU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,IE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,IT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,PT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ060,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,ES,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,FI,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,HU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,IE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,IT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,PT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,INJ072,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,DK,1999,0.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,ES,1999,0.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,EU_V,1999,0.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,FI,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,HU,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,IE,1999,0.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,IT,1999,0.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,LU,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,PT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,OTH,UK,1999,0.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,ES,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,EU_V,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,FI,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,HU,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,IE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,IT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,PT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,POIS_ASP,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,DE,1999,26.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,DK,1999,1.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,EL,1999,6.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,ES,1999,6.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,EU_V,1999,3.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,FI,1999,1.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,HU,1999,2.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,IE,1999,4.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,IT,1999,3.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,LU,1999,5.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,PT,1999,6.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,SE,1999,0.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,TOTAL,UK,1999,2.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,DE,1999,26.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,ES,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,EU_V,1999,0.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,FI,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,HU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,IE,1999,0.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,IT,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,PT,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,M_GE3,UNK,UK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,DK,1999,0.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,ES,1999,5.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,EU_V,1999,0.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,FI,1999,0.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,HU,1999,0.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,IE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,IT,1999,0.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,PT,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,SE,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CONT_BRU,UK,1999,0.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,DK,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,EL,1999,4.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,ES,1999,1.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,EU_V,1999,0.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,FI,1999,0.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,HU,1999,0.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,IE,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,IT,1999,0.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,LU,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,PT,1999,1.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,SE,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,CUT_LACE,UK,1999,0.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,DK,1999,1.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,EL,1999,11.3,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,ES,1999,5.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,EU_V,1999,1.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,FI,1999,1.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,HU,1999,2.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,IE,1999,2.2,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,IT,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,LU,1999,1.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,PT,1999,2.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,SE,1999,1.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ020,UK,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,DK,1999,1.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,EL,1999,2.6,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,ES,1999,2.8,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,EU_V,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,FI,1999,0.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,HU,1999,0.7,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,IE,1999,1.9,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,IT,1999,0.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,LU,1999,1.1,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,PT,1999,1.5,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,SE,1999,1.4,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ030,UK,1999,1.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ040,DK,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ040,EL,1999,0.0,
dataflow,ESTAT:HSW_IJ_SVINJ(1.0),A,PC,NSP,INJ040,ES,1999,0.2,
